station,lat,long
Distelkoppel,53.635909,10.043508
Am Gehöckel,53.640165,10.055059
Vogtskamp,53.643354,10.0653
Emekesweg,53.646893,10.077548
Hinsbleek,53.651195,10.078777
Goldröschenweg,53.651441,10.068332
Alte Landstraße (Nord),53.653092,10.076632
Ida-Ehre-Allee,53.62491,10.05492
Friedhof Ohlsdorf (Kapelle 6),53.627101,10.05499
Friedhof Ohlsdorf (Kapelle 7),53.628149,10.047246
Friedhof Ohlsdorf (Kapelle 8),53.626843,10.038326
Nordteich,53.625351,10.041448
Friedhof Ohlsdorf (Kapelle 1),53.622376,10.040498
Friedhof Ohlsdorf (Kapelle 2),53.623484,10.041236
Haupteingang Ohlsdorf,53.621188,10.034469
Friedhof Ohlsdorf (Kapelle 4),53.616821,10.041797
Friedhof Ohlsdorf (Kapelle 3),53.617641,10.045596
Wasserturm,53.619699,10.049697
Friedhof Ohlsdorf (Kapelle 10),53.619718,10.053672
Mittelallee,53.622902,10.057333
Friedhof Ohlsdorf (Kapelle 9),53.624537,10.062528
Friedhof Ohlsdorf (Kapelle 12),53.62438,10.070051
Kirschenallee,53.624662,10.072689
Friedhof Ohlsdorf (Kapelle 13),53.624452,10.076039
Lärchenallee,53.622203,10.074274
Bramfelder See,53.618619,10.073215
Sorbusallee,53.627379,10.073256
Friedhof Ohlsdorf (Kapelle 11),53.62953,10.07585
Eichenallee,53.627354,10.077095
Maisredder,53.627066,10.085069
Am Damm,53.632434,10.089606
Rolfinckstraße,53.639588,10.095339
Pfeilshofer Weg,53.641734,10.097391
Frahmredder,53.647455,10.101593
S Poppenbüttel (Stormarnplatz),53.651402,10.094542
S Wellingsbüttel,53.640493,10.083811
Königsberger Straße,53.623388,10.08437
Gumbinner Kehre,53.625814,10.092352
Nüßlerkamp,53.622572,10.084258
Hohnerkamp,53.61808,10.090052
Fahrenkrön,53.619456,10.096767
Kienholt,53.621186,10.104157
Roter Hahn,53.625431,10.117252
Lienaustraße,53.627046,10.123205
Saselheider Weg,53.62837,10.132446
Buddenbrookweg,53.625659,10.11685
Thomas-Mann-Straße,53.627798,10.111994
Werfelring,53.62799,10.115521
Quittenweg,53.627338,10.109246
Grootmoor,53.632263,10.105293
Waldingstraße,53.636146,10.101222
Am Pfeilshof,53.640656,10.098406
Mellande,53.641662,10.106235
Gilcherweg,53.642267,10.113615
Alter Berner Weg,53.643827,10.120763
Saseler Bogen,53.642359,10.126878
Nektarweg,53.637282,10.133562
Elbe-Werkstätten Nord,53.638118,10.134446
Beim Farenland,53.635119,10.136119
Karlshöher Weg,53.631401,10.137864
Leharstraße,53.629726,10.14577
Alaskaweg,53.628202,10.150974
Foßredder,53.64767,10.172631
Huusbarg (West),53.644229,10.171658
Huusbarg (Mitte),53.643499,10.176447
Rehmbrook,53.661254,10.076235
Minsbekweg,53.656049,10.076571
Hohnerkamp (Mitte),53.622785,10.090415
Bergstedter Markt,53.669684,10.125837
Frankring,53.661031,10.156044
Ohlendorffs Tannen,53.668359,10.147121
Stüffeleck,53.669254,10.142787
Stüffel,53.670328,10.133768
Weidende,53.657974,10.101988
Ilsenweg,53.658823,10.10735
Bramkoppel,53.661656,10.107016
Feldblumenweg,53.664589,10.106639
Mellingburgredder,53.668187,10.106158
Vörstekoppel,53.662443,10.080864
Ulzburger Straße,53.663596,10.076567
Sandkuhlenkoppel,53.667811,10.06743
Drosselstieg,53.671509,10.060805
Heimgarten,53.673357,10.057114
Ohlendieck,53.662571,10.087615
Maike-Harder-Weg,53.666373,10.090451
Treudelberg,53.67571,10.093235
Ödenweg,53.680383,10.095172
Tannenhof,53.686827,10.095022
Bökenbarg,53.697034,10.100904
Lohe,53.708163,10.105163
Wohldorf,53.703631,10.120051
Alsterblick,53.699293,10.123675
Bredenbekstraße,53.69282,10.131708
U Ohlstedt,53.6954,10.138242
Mesterbrooksweg,53.704913,10.102973
Iland,53.664857,10.120353
Specksaalredder,53.701556,10.103521
Poppenbütteler Berg,53.66827,10.081422
Garleff-Bindt-Weg,53.665993,10.077778
S Diebsteich (Ostseite),53.566198,9.935213
Elbschloßstraße (Seegerichtshof),53.54901,9.853391
Teufelsbrück (Fähre),53.547666,9.864227
Zedernweg,53.546536,9.881161
Halbmondsweg,53.546437,9.88837
Liebermannstraße,53.545972,9.898966
Hohenzollernring (Süd),53.546025,9.915623
Rathaus Altona,53.547168,9.936226
S Reeperbahn,53.549662,9.956092
Davidstraße,53.549428,9.961699
U St. Pauli,53.55001,9.97078
Sieberlingstraße,53.55039,9.84506
S Hochkamp,53.561509,9.843199
Sternbergweg,53.565699,9.846694
Langelohstraße (Nord),53.572241,9.846508
Am Born,53.554287,9.923241
Lawaetzhaus,53.544361,9.920505
Neumühlen/Övelgönne (Fähre),53.544385,9.91506
Thadenstraße (West),53.554882,9.951592
Neumühler Kirchenweg,53.544742,9.925854
Bf. Altona,53.551623,9.935268
Gerichtstraße,53.555698,9.942737
Paul-Roosen-Straße,53.553315,9.954243
Altonaer Poststraße,53.550032,9.939986
U S Landungsbrücken,53.54644,9.970095
Kaltenkircher Platz,53.563669,9.940334
Große Rainstraße,53.553296,9.931624
Friedensallee,53.555365,9.926705
Bahrenfelder Straße,53.550465,9.928227
Große Brunnenstraße,53.550817,9.925775
Hein-Hoyer-Straße,53.551486,9.961595
Bleickenallee (Kinderkrankenhaus),53.551831,9.918027
Kreuzkirche Ottensen,53.553902,9.917121
Griegstraße,53.554654,9.908189
Behringstraße (AK Altona),53.557055,9.900756
AK Altona (Eingang),53.55507,9.898314
Ostermeyerstraße,53.569206,9.866312
Daimlerstraße,53.555966,9.922221
Grünebergstraße,53.558302,9.914077
S Bahrenfeld,53.560187,9.909515
Bahrenfelder Marktplatz,53.564467,9.90203
Osdorfer Weg,53.565647,9.894479
Kalckreuthweg (Mitte),53.565201,9.886772
Flottbeker Kirche,53.565618,9.877754
Elbe-Einkaufszentrum,53.571722,9.862619
Bertha-Uhl-Kamp,53.565124,9.870469
Elbberg,53.545346,9.931343
S Diebsteich (Westseite),53.568732,9.931782
Große Bergstraße,53.551174,9.946711
Kleine Seilerstraße,53.551032,9.967786
Große Freiheit,53.551581,9.958806
Blücherstraße,53.549189,9.949955
Mühlenberg,53.560679,9.823096
S Blankenese,53.563468,9.814759
S Elbgaustraße,53.603571,9.893754
Jochim-Sahling-Weg,53.576474,9.851423
Eidelstedter Platz,53.608378,9.904302
Schillingsbekweg,53.594815,9.947913
Lohkoppelweg,53.592185,9.954394
Volksparkstraße,53.593205,9.927503
Graf-Johann-Weg,53.62761,9.919229
Halstenbeker Straße,53.62762,9.909756
Pinneberger Chaussee,53.6185,9.889521
U Hagenbecks Tierpark,53.593484,9.943534
Informatikum,53.597646,9.93186
Wördemanns Weg,53.600065,9.91646
Deelwisch,53.598277,9.941934
Hagenbeck (Nordeingang),53.59806,9.93634
Jütländer Allee,53.601154,9.931423
Oldenburger Straße,53.605701,9.928985
Niendorfer Gehege,53.609609,9.926744
Rathaus Stellingen,53.592566,9.934617
Nienredder,53.596907,9.921738
Reichsbahnstraße,53.602003,9.913269
Wiebischenkamp,53.615324,9.906726
Eidelstedter Brook,53.62248,9.908618
Spanische Furt,53.625013,9.917046
Pflugacker,53.613491,9.898422
Furchenacker,53.61705,9.897183
Dallbregen,53.618529,9.896458
Baumacker,53.620644,9.897108
Wildacker,53.621102,9.887505
Steinwiesenweg,53.60976,9.916443
Dörpsweg,53.611136,9.911638
Rebenacker,53.619195,9.901052
Goebenstraße,53.577275,9.961576
Ruhrstraße,53.570453,9.924151
Marlowring,53.573935,9.924756
Rondenbarg,53.578395,9.919644
Schnackenburgallee 56,53.580717,9.917989
Am Volkspark,53.585508,9.908292
Lederstraße,53.589809,9.907569
Winsberg (Nord),53.576615,9.915122
Winsberg (West),53.575527,9.912804
Winsberg (Süd),53.574449,9.91749
Stresemannstraße,53.563638,9.945174
S Holstenstraße,53.561926,9.948234
Max-Brauer-Allee (Mitte),53.558071,9.949415
Augustenburger Straße,53.565487,9.944525
U S Sternschanze (Kehre),53.564259,9.968827
U S Sternschanze,53.564138,9.965957
Alsenplatz,53.566659,9.952007
Langenfelder Straße,53.569416,9.94422
S Holstenstraße (Holstenplatz),53.561704,9.94675
Armbruststraße,53.57461,9.939596
Tiedemannstraße,53.580029,9.934854
Basselweg,53.587718,9.931747
S Stellingen,53.59014,9.919492
Langenfelder Damm,53.582887,9.934842
Högenstraße,53.580836,9.938586
Sartoriusstraße,53.577992,9.941377
Apostelkirche,53.575429,9.945094
Methfesselstraße,53.579231,9.94616
U Osterstraße,53.576193,9.950803
Schulweg,53.574728,9.958726
Kaiser-Friedrich-Ufer,53.57295,9.965177
Bogenstraße,53.573994,9.972734
Bismarckstraße,53.576218,9.970022
Mansteinstraße,53.578714,9.965761
Eidelstedter Weg,53.580642,9.957395
Veilchenweg (West),53.588494,9.957467
Fruchtallee (Hamburg-Haus),53.571587,9.957039
U Christuskirche,53.569396,9.964718
U Schlump,53.56784,9.969377
Graf-Otto-Weg,53.645267,9.912567
Kriegerdankweg,53.63377,9.912716
Kalvslohtwiete,53.629983,9.893149
A Burgwedel,53.64706,9.908536
Oldesloer Straße,53.635333,9.918629
Frohmestraße (Mitte),53.632111,9.921523
Wählingsweg,53.631562,9.918352
Sellhopsweg (Albertinen-Haus),53.629731,9.928231
Burgwedelkamp,53.642163,9.916342
Peter-Timm-Straße,53.639696,9.915865
Anna-Susanna-Stieg,53.64304,9.921339
Eisenhansweg,53.645607,9.921757
Dornröschenweg,53.648365,9.920593
Grothwisch,53.651861,9.918189
Albertinen-Krankenhaus (A Schnelsen),53.632146,9.905349
Franzosenheide,53.631433,9.899907
Scheelring,53.639215,9.91049
Graf-Otto-Weg (West),53.644395,9.908636
Grelckstraße,53.602658,9.953754
Siemersplatz,53.59937,9.964226
Nedderfeld (Anscharhöhe),53.599916,9.983828
Orchideenstieg,53.60217,9.992248
Inselstraße,53.606803,9.993098
Suhrenkamp,53.618746,10.014325
U Klosterstern,53.582267,9.987374
U Eppendorfer Baum,53.58397,9.983518
Haynstraße,53.586156,9.983236
Bezirksamt Hamburg-Nord,53.590595,9.987493
Eppendorfer Marktplatz,53.592858,9.988754
Lokstedter Weg,53.596653,9.984009
Eppendorfer Weg (Ost),53.581921,9.972076
Gärtnerstraße,53.584875,9.969183
Löwenstraße (Facharztklinik),53.587337,9.971757
U Alsterdorf,53.607162,10.012446
Kottwitzstraße,53.580842,9.964934
Alsterkrugchaussee (Mitte),53.617888,10.005252
UK Eppendorf,53.588841,9.975718
Moltrechtweg,53.615865,10.007546
Veilchenweg (Ost),53.58858,9.967984
Brunsberg,53.594451,9.966668
Frickestraße,53.597692,9.977901
Tarpenbekstraße,53.594821,9.983891
Julius-Reincke-Stieg (Bethanien),53.591963,9.982843
Schubackstraße,53.597473,9.989209
U Lattenkamp,53.599769,9.995139
U Hudtwalckerstraße,53.594132,9.996622
Lattenkampstieg,53.597462,9.997033
Braamkamp,53.60165,9.996875
Wilhelm-Metzger-Straße,53.604798,9.999714
Carl-Cohn-Straße,53.607392,10.005486
Traute-Lafrenz-Straße,53.608569,10.009714
Sengelmannstraße (Mitte),53.613913,10.019513
Stiftung Alsterdorf,53.614898,10.02203
Alsterdorfer Straße/Überseekolleg,53.617212,10.02668
U S Ohlsdorf (Im Grünen Grunde),53.620967,10.030988
Im Grünen Grunde,53.623096,10.031567
U S Ohlsdorf (Fuhlsbüttler Straße),53.620622,10.033443
U S Ohlsdorf (Alsterdorfer Straße),53.619654,10.032119
Sydneystraße,53.605198,10.015209
Manilabrücke,53.606962,10.022276
Kapstadtring,53.606041,10.024913
Dakarweg,53.602706,10.024983
Maria-Louisen-Straße,53.586967,10.002373
Streekbrücke,53.5835,9.994651
Harvestehuder Weg,53.579221,9.993871
Sophienterrasse,53.575706,9.992988
U Kellinghusenstraße,53.588621,9.991524
Oddernskamp,53.598822,9.953592
Brabandstraße,53.613158,10.008963
Eppendorfer Park (UKE),53.590499,9.979577
Maienweg,53.622312,10.026033
Bebelallee,53.605743,9.996276
Nedderfeld (Kehre),53.603869,9.962966
Zeppelinstraße,53.627029,10.008175
Sperlingsweg,53.645109,9.97431
Lufthansa-Basis,53.620743,9.998081
Alsterdorfer Damm,53.613427,9.999434
Alsterkrugchaussee 244,53.610375,9.995736
Am Licentiatenberg,53.614196,9.983556
Spreenende,53.612249,9.973326
Bekstück,53.610052,9.963953
Warnckesweg,53.61092,9.974293
Köppenstraße,53.607665,9.97798
Stavenhagenstraße,53.610134,9.968276
Niendorfer Straße,53.610071,9.959555
Nedderfeld,53.602388,9.962209
Hinter der Lieth,53.605941,9.95555
Vogt-Cordes-Damm,53.614022,9.951816
U Niendorf Markt,53.619507,9.952366
Bindfeldweg,53.622535,9.941454
Freizeitbad Bondenwald,53.626283,9.937017
Fuhlsbütteler Weg,53.622078,9.95454
Helvetierweg,53.626895,9.958911
Krähenweg,53.630229,9.962146
Langobardenweg,53.634758,9.966603
Grotkoppelweg,53.639491,9.970174
Moorrand,53.643744,9.973144
An der Lohe,53.623957,9.952133
Herzog-Bruno-Weg,53.625589,9.946925
Graf-Anton-Weg,53.627263,9.944303
Wendlohstraße,53.62986,9.93972
Vietinghoffweg,53.634204,9.941374
Gottschalkweg,53.635867,9.943618
Vielohweg (Mitte),53.638594,9.945282
U Niendorf Nord,53.640223,9.949536
Pommernweg,53.641769,9.956179
Keltenweg,53.645299,9.957453
Paeplowstieg,53.615516,9.985823
Klotzenmoor (Mitte),53.609407,9.983505
Lufthansa-Basis (Haupteingang),53.621193,9.996867
U Ochsenzoll,53.677384,10.000434
Ermlandweg,53.649107,9.991855
Wrangelkoppel,53.648484,9.996649
Samlandweg,53.648715,10.003369
Rittmerskamp,53.648536,10.009641
U Langenhorn Markt (Krohnstieg),53.649437,10.016481
Wördenmoorweg,53.6545,10.019509
Am Schulwald,53.650112,10.027314
Timmerloh,53.657371,10.019942
Wattkorn,53.664679,10.023855
Hohe Liedt,53.670042,10.026043
Klinikum Nord (Heidberg),53.675342,10.028351
Hasloher Kehre,53.679426,10.030887
"Glashütte, Böttgerstraße",53.683228,10.032842
"Glashütte, ZOB",53.688201,10.036536
"Glashütte, Glashütter Kirchenweg",53.69039,10.04204
"Glashütte, Robert-Koch-Straße (West)",53.686924,10.04592
"Glashütte, Friedhof",53.682303,10.046244
U Langenhorn Nord,53.661371,10.018722
"Glashütte, Hans-Salb-Straße",53.68513,10.033161
"Glashütte, Am Böhmerwald",53.685737,10.0242
"Harksheide, Kielort",53.684136,10.015987
"Harksheide, Wilhelm-Busch-Platz",53.682789,10.007419
Klinikum Nord (Ochsenzoll),53.671797,10.002375
Tarpen,53.664871,10.001166
Oehleckerring,53.660321,10.002647
Foorthkamp,53.656618,10.004903
Dreyerpfad,53.653511,10.006796
Reestück,53.649923,10.009311
Wischhöfen,53.644761,10.012953
Flughafenstraße,53.63965,10.012816
Immenhöven,53.660842,10.02172
Lademannbogen,53.648724,10.036729
Glashütter Landstraße,53.647638,10.042063
Krohnstiegtunnel,53.649499,9.988007
Billhorner Brückenstraße,53.540468,10.03185
Thiedingreihe,53.533481,10.046958
Billhorner Deich,53.534204,10.042346
Zollvereinsstraße,53.532376,10.052059
Rothenburgstraße,53.531625,10.055705
Grevenweg,53.551033,10.043454
Borstelmannsweg,53.550481,10.049038
Diagonalstraße,53.54937,10.058953
Braune Brücke,53.547067,10.061204
Billerhuder Insel,53.54404,10.058036
Bullenhuser Damm (Ost),53.54218,10.051986
Großmannstraße,53.5412,10.048959
S Rothenburgsort,53.539678,10.043235
S Tiefstack,53.530622,10.064442
Haus des KFZ-Gewerbes,53.541313,10.037075
U Rödingsmarkt (Großer Burstah),53.548522,9.987946
Elversweg,53.473953,10.080087
Ochsenwerder Kirche,53.476617,10.084568
Eichholzfelder Deich,53.479289,10.091173
Ochsenwerder Mühlenweg,53.478345,10.099027
Reitdeich,53.475173,10.102003
Goseburg,53.471646,10.104411
Ochsenwerder Norderdeich 220,53.465536,10.113092
Oortkatenweg (Nord),53.463983,10.119646
Fünfhausen (Durchdeich),53.44443,10.127395
Durchdeich (Süd),53.441231,10.121591
Hohedeich,53.440787,10.11723
Hohedeich (Feuerwehr),53.441874,10.111449
Ochsenwerder Elbdeich,53.446679,10.107872
Hohendeicher See (Nord),53.449451,10.099635
Oortkaten,53.449152,10.091033
Ochsenwerder Elbdeich 3,53.45759,10.075155
Gauerter Hauptdeich 77,53.460141,10.070236
Gauerter Hauptdeich 35,53.463073,10.066922
Dorferbogen,53.468349,10.067807
Schule Ochsenwerder,53.47162,10.074757
Warwischer Hinterdeich,53.425423,10.121897
Overwerder,53.429953,10.114072
Overhaken,53.437037,10.106899
Spadenländer Elbdeich,53.477342,10.062942
Spadenländer Ecke,53.491093,10.064582
Hofschläger Deich,53.48624,10.054532
Siedlung Fünfhausen,53.450703,10.116708
Oortkatenweg,53.45642,10.105867
Gauert,53.463595,10.088723
Schwersweg,53.477733,10.077457
Fasanengrund,53.479956,10.076127
Beim Bieberhof,53.485066,10.07243
Tatenberger Damm,53.492424,10.067493
Tatenberger Schleuse,53.497088,10.077451
Moorfleeter Hauptdeich,53.500813,10.078962
Moorfleet,53.511681,10.087333
Andreas-Meyer-Straße (Mitte),53.517561,10.079011
Andreas-Meyer-Straße (Ost),53.516063,10.081731
Sandwisch,53.515012,10.074709
Moorfleeter Deich,53.518204,10.069498
Billwerder Bucht,53.521976,10.067633
Halskestraße (West),53.526533,10.072573
Halskestraße (Mitte),53.520412,10.084233
Andreas-Meyer-Straße (West),53.522509,10.071416
Nagelstegel,53.45612,10.080733
Oortkatenufer,53.440511,10.101466
Beim Avenberg,53.471263,10.082458
Homannring,53.44815,10.123564
Billbrookdeich 210,53.534794,10.104728
Schule Billbrookdeich,53.532876,10.111012
Hermann-Wüsthof-Ring (Ost),53.493398,10.111456
Rote Brücke,53.530347,10.108503
Billstieg (Kehre),53.533654,10.109419
Billstieg,53.534149,10.108421
Billwerder Billdeich (West),53.523145,10.112868
Maler- und Lackierer-Museum,53.521704,10.117987
Glockenhausbrücke,53.517283,10.123751
Billwerder Kirche,53.514289,10.127832
Billwerder Billdeich 174,53.509817,10.129386
Billwerder (Feuerwehr),53.504197,10.136411
Mittlerer Landweg (Nord),53.502424,10.139634
Schule Mittlerer Landweg,53.49923,10.134334
S Mittlerer Landweg,53.497401,10.13201
Rungedamm (Ost),53.493792,10.126037
Rungedamm (Nord),53.499926,10.106081
Unterer Landweg (Nord),53.526784,10.109978
Billwerder Billdeich 318,53.50131,10.147125
Billwerder Billdeich 356,53.502342,10.153739
Boberger Furtweg,53.506347,10.164233
Bojendamm,53.502618,10.171591
Bojeweg,53.500093,10.175198
Moosberg (Pflegezentrum),53.497783,10.18169
Billwerder Billdeich (Ost),53.495869,10.179858
Friedrich-Frank-Bogen (Nord),53.49426,10.179949
Friedrich-Frank-Bogen (Mitte),53.492231,10.177889
Fockenweide,53.490313,10.179192
S Nettelnburg,53.488569,10.182051
Von-Haeften-Straße,53.486739,10.165307
Mittlerer Landweg (Süd),53.488764,10.118928
Moorfleeter Deich (Ost),53.485045,10.115877
Pumpwerk Allermöhe,53.481927,10.117844
Allermöher Deich 75,53.48287,10.124558
Allermöher Kirche,53.482085,10.129704
Allermöher Deich 187,53.476096,10.140585
See Hinterm Horn,53.4747,10.158651
Allermöher Werftstegel,53.471928,10.17198
Moorfleeter Straße (Nord),53.535815,10.099279
Hans-Duncker-Straße (Nord),53.493011,10.119236
Hans-Duncker-Straße (Mitte),53.490762,10.115681
Wilhelm-Iwan-Ring,53.490925,10.109734
Rungedamm (Mitte),53.498817,10.110452
Werner-Witt-Straße (Süd),53.493598,10.106353
Werner-Witt-Straße (Nord),53.49643,10.112033
Von-Scheliha-Straße,53.485649,10.162807
Wilhelm-Osterhold-Stieg,53.48374,10.161338
Curt-Bär-Weg,53.484073,10.15853
Herbert-Pardo-Weg,53.484906,10.151367
Adolf-Köster-Damm,53.485431,10.147208
Otto-Grot-Straße,53.488707,10.147628
Karl-Rüther-Stieg,53.489619,10.153649
Margit-Zinke-Straße (Nord),53.488843,10.166088
Auf der Bojewiese,53.496815,10.177775
S Allermöhe,53.490541,10.158707
Sophie-Schoop-Weg,53.489486,10.16368
S Allermöhe (Stellbrinkweg),53.489821,10.159757
Marie-Henning-Weg,53.484544,10.15437
Bredowstraße (Ost),53.51895,10.097138
S Billwerder-Moorfleet,53.516173,10.095303
IKEA Moorfleet,53.511593,10.095923
Billwerder Ring (Ost),53.494371,10.121788
Hermann-Wüsthof-Ring (West),53.497319,10.101447
Rungedamm (West),53.497284,10.097362
"Oststeinbek, Meienhoop",53.541816,10.186733
"Oststeinbek, Kampstraße",53.542564,10.176526
"Oststeinbek, Barsbütteler Weg",53.542146,10.165034
"Oststeinbek, Willinghusener Weg",53.543143,10.151228
Schlangenkoppel,53.542926,10.141085
Steinfurther Allee (Nord),53.541261,10.137615
Oberschleems,53.538177,10.118783
Reclamstraße,53.538343,10.111547
U Merkenstraße,53.538784,10.127805
U Steinfurther Allee,53.541063,10.139481
Steinbeker Grenzdamm,53.524086,10.150153
"Oststeinbek, Uferstraße",53.540707,10.169837
Sonnenland,53.536786,10.13475
Rahewinkel,53.522732,10.155424
"Havighorst, Schulstraße",53.52287,10.169858
"Havighorst, Krähenberg",53.524425,10.167096
Frobeniusweg,53.536792,10.109244
Billstedter Mühlenweg,53.533648,10.114954
Kirchsteinbek,53.529905,10.128805
Havighorster Redder (West),53.527615,10.135364
Münterweg,53.527505,10.145028
U Mümmelmannsberg,53.526974,10.149794
Haseneck,53.529875,10.137672
Langbergring,53.516124,10.157701
Schulredder,53.514201,10.162307
Boberger Drift,53.513399,10.171692
Rudorffweg,53.512428,10.178193
Mendelstraße,53.51137,10.186093
Haempten,53.51179,10.192677
Boberg,53.514484,10.167335
BG Klinikum Boberg,53.50732,10.180418
Grandkoppel (West),53.505571,10.186428
Grandkoppel,53.503926,10.19015
Richard-Linde-Weg,53.501086,10.187478
Emilie-Günther-Weg,53.502617,10.194364
An der Bergkoppel,53.500761,10.198426
Grandkoppelstieg,53.506038,10.191928
Schulenburgring,53.508128,10.186877
Feiningerstraße,53.529765,10.148256
Max-Klinger-Straße,53.529874,10.144338
Öjendorfer Steinkamp,53.539734,10.132732
Steinbeker Marktstraße,53.532683,10.126783
Mehrenskamp,53.534627,10.120756
An der Schleemer Mühle,53.537067,10.116371
"Oststeinbek, Stormarnstraße",53.542147,10.16959
